ID,fraud_flag
1,0.0051649446
2,0.0107861655
3,0.00094123074
4,0.0005704867
5,0.0020652835
6,0.0009964149
7,0.0048850533
8,0.008470433
9,0.05129651
10,0.00018671808
11,0.0010375101
12,0.00031514594
13,0.010597142
14,0.0033946289
15,0.00020434943
16,0.00046258353
17,0.00185041
18,0.002064073
19,0.008320963
20,0.0035551416
21,0.0015292366
22,0.0041304245
23,0.26301718
24,0.0011994798
25,0.001329355
26,0.00037103723
27,0.39726135
28,0.006438283
29,0.0016259158
30,0.0062296055
31,3.4091172e-05
32,0.0003500863
33,0.0017241808
34,0.00012532125
35,0.027258797
36,0.0008708419
37,0.00023980641
38,0.004586491
39,0.0025479647
40,0.26968277
41,0.013766312
42,0.0006908637
43,0.17219663
44,0.089714445
45,0.057856962
46,0.0016545698
47,0.017058432
48,0.00030997183
49,0.002924028
50,0.0005285106
51,0.04908975
52,0.05661546
53,0.0001820419
54,0.018352943
55,0.0044787666
56,0.0007105041
57,0.0073197493
58,0.0007411597
59,0.0027686344
60,0.007799975
61,0.015362629
62,0.0051256255
63,0.00057810935
64,0.0053564073
65,0.0012830049
66,0.0059293234
67,0.0013466374
68,0.045530356
69,0.17219663
70,0.0008714383
71,0.0029702147
72,0.006941139
73,0.0007723892
74,0.007858249
75,0.0343868
76,0.00011749011
77,0.0019550417
78,0.00236014
79,0.00993132
80,0.00031139297
81,0.0485297
82,0.011669717
83,0.00033662998
84,0.001274693
85,0.00037134223
86,0.07860853
87,0.017437803
88,0.00021093494
89,0.0042758468
90,0.00037085422
91,0.0021208015
92,0.00071532343
93,0.00052977685
94,0.2598558
95,6.167383e-05
96,0.004390064
97,0.03057981
98,0.02058982
99,0.0022065046
100,0.0015373183
101,0.0017538804
102,0.0018240833
103,0.05843158
104,0.00016550957
105,0.0012843302
106,0.035556514
107,0.00495601
108,0.003371196
109,0.0041023483
110,0.050692912
111,0.0026145396
112,0.00837503
113,0.0014454232
114,0.0075437636
115,6.9952635e-05
116,0.0023681824
117,0.00031987866
118,0.011611768
119,0.29225287
120,0.005330041
121,0.03889534
122,0.009992236
123,0.058622684
124,0.037448373
125,0.0037675467
126,0.0009870863
127,0.07407222
128,0.015587379
129,0.111310124
130,0.0077048764
131,0.0028701553
132,0.054836333
133,0.0007343181
134,0.00026159055
135,0.009075667
136,1.003863e-05
137,0.015665863
138,0.00013318296
139,0.0005988965
140,0.051663768
141,0.008519105
142,5.6210527e-05
143,0.02566821
144,0.5847225
145,0.0060792277
146,5.7017318e-05
147,0.17383686
148,0.0021226178
149,0.4157698
150,0.0016005536
151,0.18666607
152,0.0004461786
153,0.010214766
154,0.00058491464
155,9.9099416e-05
156,0.007274948
157,0.0015390649
158,0.008093497
159,7.3168616e-05
160,0.0009308614
161,0.005527445
162,0.003003926
163,0.004281836
164,0.0013510591
165,0.00051914895
166,0.0004117688
167,0.0017241808
168,0.0034907795
169,0.12259957
170,0.0057749515
171,0.0003701067
172,0.035556514
173,0.016026666
174,0.000876635
175,0.03393364
176,0.0037555848
177,0.00014908066
178,0.009342637
179,0.00562571
180,0.00011122039
181,1.0733224e-05
182,0.00019301377
183,0.21701084
184,0.020847192
185,0.010249424
186,0.00027821976
187,0.0023833003
188,0.0139063345
189,0.007079696
190,0.009075667
191,0.00016670459
192,0.0002540975
193,0.004093002
194,0.0013571157
195,1.7752443e-05
196,0.016463641
197,0.003550823
198,0.034395512
199,0.0013955017
200,0.011321085
201,0.052892055
202,0.00013006866
203,0.08819359
204,0.023447765
205,0.0013933782
206,0.0007119529
207,0.00037200144
208,0.02382904
209,0.00051914895
210,0.000984156
211,0.20702732
212,5.0996026e-05
213,0.0017671965
214,0.000158988
215,0.007860183
216,0.025871458
217,0.004081835
218,0.06808717
219,0.001450215
220,0.00026159055
221,0.007008924
222,0.004908677
223,0.0053240377
224,0.008295332
225,0.022676248
226,0.003340531
227,0.0030189438
228,0.028643714
229,0.016038273
230,0.03971343
231,0.00046169607
232,5.094096e-05
233,0.002067838
234,7.854912e-05
235,0.0009047303
236,0.021030463
237,0.042257573
238,0.06679834
239,0.05081177
240,0.00013449296
241,0.00046302026
242,0.0015373183
243,0.0009392698
244,6.3723804e-05
245,0.32101142
246,0.060658947
247,0.0016374377
248,0.00089515536
249,0.268424
250,0.18828474
251,0.006262129
252,0.013766312
253,0.3733977
254,0.0057542417
255,0.010094007
256,0.0107861655
257,0.08752893
258,0.0049045724
259,0.0036728755
260,0.003618521
261,0.0406712
262,0.016770065
263,0.00024742103
264,0.01058237
265,0.0020211644
266,0.0031851863
267,0.03823386
268,0.0045327805
269,0.071404085
270,0.0012007807
271,0.0004137304
272,0.014914495
273,6.735366e-05
274,0.00088607415
275,0.17687045
276,0.0034088953
277,0.0048850533
278,0.013766312
279,0.00127989
280,0.00041307032
281,0.010936776
282,0.03457415
283,6.7320594e-05
284,0.027768414
285,0.0006443773
286,0.0015834083
287,0.029508645
288,7.55082e-05
289,0.015399814
290,0.038440943
291,0.014571024
292,0.040312305
293,0.10717413
294,0.0010888138
295,0.060511928
296,0.00089494686
297,0.00081984495
298,0.039837416
299,0.01729264
300,0.0011994798
301,0.0025707812
302,0.0004434141
303,0.00406859
304,0.004780973
305,0.008695426
306,0.00093878485
307,0.00012971082
308,0.002676177
309,0.017712306
310,0.0036417264
311,0.06425431
312,0.01967354
313,0.022850845
314,0.0060241674
315,0.008190183
316,0.17219663
317,0.009446948
318,0.00033674695
319,0.0049585924
320,0.00019981942
321,0.053211167
322,0.0011950897
323,0.00049852993
324,9.648559e-05
325,0.0002485863
326,0.00010686372
327,0.00065969507
328,0.00010890927
329,0.0015114602
330,0.0007654228
331,0.5653983
332,0.005254745
333,0.0048850533
334,0.00017424252
335,0.0009213594
336,0.00028618265
337,0.000455665
338,0.0039925114
339,0.024203112
340,0.00801594
341,0.0001650209
342,0.012452198
343,0.002148426
344,0.006239364
345,0.004878588
346,0.000889994
347,0.0050365007
348,6.1843144e-05
349,0.0028347287
350,0.006483289
351,0.00082750525
352,0.0009649925
353,0.0028770263
354,0.00057036005
355,0.0017912136
356,0.000243522
357,0.00041296025
358,0.0015373183
359,0.002947907
360,0.0005216992
361,0.0017241808
362,0.00073982845
363,0.042137295
364,0.0060241674
365,0.00014610158
366,0.019582298
367,0.0036190366
368,0.0007450311
369,0.00042323367
370,0.001962303
371,0.40977263
372,0.00046512374
373,0.0022783903
374,0.00042632793
375,0.33254045
376,0.008755993
377,0.006377567
378,0.0017058825
379,0.012273749
380,0.0008800132
381,0.0062905164
382,0.25758407
383,0.015247353
384,0.00712667
385,0.0024187705
386,0.3904954
387,0.0008723118
388,0.0004239484
389,0.40209904
390,0.006377328
391,0.001308022
392,0.0052594724
393,0.0006165827
394,0.0037658822
395,0.0025390126
396,0.00010814078
397,0.012182668
398,0.0315919
399,0.0010931409
400,0.010011183
401,0.0039636763
402,0.008031687
403,0.0059125065
404,0.0063002943
405,0.011161699
406,0.0010092629
407,0.00015272116
408,0.007402993
409,0.04474824
410,0.00016503617
411,0.0021737837
412,0.000108143875
413,0.002168251
414,0.0013466374
415,0.032007363
416,0.01710458
417,0.00027134575
418,0.3541762
419,0.0045083566
420,0.004902639
421,0.0048850533
422,0.0056814714
423,0.5272375
424,0.0070369197
425,0.00029626794
426,0.0024807814
427,0.021786883
428,8.5987616e-05
429,0.0029131435
430,0.0001651533
431,0.005013385
432,0.0029802108
433,0.03457415
434,0.007860183
435,0.004768895
436,0.00028219976
437,0.31533223
438,0.0020739115
439,0.0017455019
440,0.010230977
441,0.15771446
442,0.0011994798
443,0.023625223
444,0.007972669
445,0.23332399
446,4.1628486e-05
447,0.08820125
448,0.0006089877
449,0.0119282445
450,0.0056631267
451,0.0038183955
452,0.00041227072
453,0.034537006
454,0.025122024
455,5.097206e-05
